id	position	name	F635 Median	B635 Median	Intensity
B12R05C03	12-3-5	Hs~MGC:NM_006223.2~uORF:IOH43393	69	42	27
B12R05C04	12-4-5	Hs~MGC:NM_006223.2~uORF:IOH43393	115	67	48
B12R05C05	12-5-5	Hs~Ref:NM_147148.1~uORF:IOH43362	254	49	205
B12R05C06	12-6-5	Hs~Ref:NM_147148.1~uORF:IOH43362	305	63	242
B12R05C07	12-7-5	Hs~Ref:NM_182536.2~uORF:IOH43315	256	83	173
B12R05C08	12-8-5	Hs~Ref:NM_182536.2~uORF:IOH43315	180	109	71
B12R05C09	12-9-5	Hs~MGC:BC067446.1~uORF:IOH40156	597	99	498
B12R05C10	12-10-5	Hs~MGC:BC067446.1~uORF:IOH40156	334	178	156
B12R05C11	12-11-5	Hs~Ref:NM_139280.1~uORF:IOH40176	721	78	643
B12R05C12	12-12-5	Hs~Ref:NM_139280.1~uORF:IOH40176	680	71	609
B12R05C13	12-13-5	Hs~MGC:BC069329.1~uORF:IOH40250	563	252	311
B12R05C14	12-14-5	Hs~MGC:BC069329.1~uORF:IOH40250	433	72	361
B12R05C15	12-15-5	Hs~MGC:BC066316.1~uORF:IOH40103	731	64	667
B12R05C16	12-16-5	Hs~MGC:BC066316.1~uORF:IOH40103	773	72	701
B12R05C17	12-17-5	Hs~Ref:NM_145251.2~uORF:IOH10157	320	68	252
B12R05C18	12-18-5	Hs~Ref:NM_145251.2~uORF:IOH10157	283	78	205
B12R05C19	12-19-5	Hs~MGC:BC064984.1~uORF:IOH40665	1660	62	1598
B12R05C20	12-20-5	Hs~MGC:BC064984.1~uORF:IOH40665	1607	64	1543
B12R05C21	12-21-5	Hs~MGC:BC062423.1~uORF:IOH40739	452	302	150
B12R05C22	12-22-5	Hs~MGC:BC062423.1~uORF:IOH40739	128	63	65
B12R06C01	12-1-6	Hs~MGC:BC064514.1~uORF:IOH40669	470	44	426
B12R06C02	12-2-6	Hs~MGC:BC064514.1~uORF:IOH40669	542	189	353
B12R06C03	12-3-6	Hs~Ref:NM_003226.2~uORF:IOH58738	358	50	308
B12R06C04	12-4-6	Hs~Ref:NM_003226.2~uORF:IOH58738	323	52	271
B12R06C05	12-5-6	Hs~Ref:NM_021068.1~uORF:IOH54736	184	46	138
B12R06C06	12-6-6	Hs~Ref:NM_021068.1~uORF:IOH54736	191	49	142
B12R06C07	12-7-6	Hs~Ref:NM_001017417.1~uORF:IOH54734	3148	84	3064
B12R06C08	12-8-6	Hs~Ref:NM_001017417.1~uORF:IOH54734	2842	108	2734
B12R06C09	12-9-6	Hs~Ref:NM_199129.1~uORF:IOH59436	95	143	-48
B12R06C10	12-10-6	Hs~Ref:NM_199129.1~uORF:IOH59436	141	76	65
B12R06C11	12-11-6	Hs~Ref:NM_032636.2~uORF:IOH4088	3432	63	3369
B12R06C12	12-12-6	Hs~Ref:NM_032636.2~uORF:IOH4088	3627	64	3563
B12R06C13	12-13-6	Hs~MGC:BC007320.2~uORF:IOH5857	402	65	337
B12R06C14	12-14-6	Hs~MGC:BC007320.2~uORF:IOH5857	397	60	337
B12R06C15	12-15-6	Hs~MGC:BC019107.1~uORF:IOH13408	945	50	895
B12R06C16	12-16-6	Hs~MGC:BC019107.1~uORF:IOH13408	84	55	29
B12R06C17	12-17-6	Hs~Ref:NM_016052.1~uORF:IOH13661	1068	64	1004
B12R06C18	12-18-6	Hs~Ref:NM_016052.1~uORF:IOH13661	1366	670	696
B12R06C19	12-19-6	Hs~MGC:BC095406.1~uORF:IOH62661	127	55	72
B12R06C20	12-20-6	Hs~MGC:BC095406.1~uORF:IOH62661	80	56	24
B12R06C21	12-21-6	Hs~MGC:BC094719.1~uORF:IOH62673	2312	113	2199
B12R06C22	12-22-6	Hs~MGC:BC094719.1~uORF:IOH62673	1984	135	1849
B12R07C01	12-1-7	Hs~Ref:NM_138805.1~uORF:IOH10408	177	46	131
B12R07C02	12-2-7	Hs~Ref:NM_138805.1~uORF:IOH10408	234	46	188
B12R07C03	12-3-7	Hs~MGC:BC008286.1~uORF:IOH6243	184	46	138
B12R07C04	12-4-7	Hs~MGC:BC008286.1~uORF:IOH6243	173	45	128
B12R07C05	12-5-7	Hs~Ref:NM_054022.2~uORF:IOH41241	263	159	104
B12R07C06	12-6-7	Hs~Ref:NM_054022.2~uORF:IOH41241	349	116	233
B12R07C07	12-7-7	Hs~Ref:NM_194453.1~uORF:IOH42461	255	45	210
B12R07C08	12-8-7	Hs~Ref:NM_194453.1~uORF:IOH42461	100	51	49
B12R07C09	12-9-7	Hs~Ref:NM_016815.2~uORF:IOH41541	220	49	171
B12R07C10	12-10-7	Hs~Ref:NM_016815.2~uORF:IOH41541	234	51	183
B12R07C11	12-11-7	Hs~Ref:NM_006621.3~uORF:IOH41131	1216	115	1101
B12R07C12	12-12-7	Hs~Ref:NM_006621.3~uORF:IOH41131	1077	79	998
B12R07C13	12-13-7	Hs~MGC:BC022983.1~uORF:IOH10747	50	62	-12
B12R07C14	12-14-7	Hs~MGC:BC022983.1~uORF:IOH10747	169	55	114
B12R07C15	12-15-7	Hs~Ref:NM_006453.2~uORF:IOH10246	234	49	185
B12R07C16	12-16-7	Hs~Ref:NM_006453.2~uORF:IOH10246	130	54	76
B12R07C17	12-17-7	Hs~MGC:BC020981.1~uORF:IOH10388	38	58	-20
B12R07C18	12-18-7	Hs~MGC:BC020981.1~uORF:IOH10388	178	65	113
B12R07C19	12-19-7	Hs~Ref:NM_018270.3~uORF:IOH14702	568	50	518
B12R07C20	12-20-7	Hs~Ref:NM_018270.3~uORF:IOH14702	657	54	603
B12R07C21	12-21-7	Hs~MGC:BC078670.1~uORF:IOH63078	30241	67	30174
B12R07C22	12-22-7	Hs~MGC:BC078670.1~uORF:IOH63078	30404	62	30342
B12R08C01	12-1-8	Hs~MGC:BC070361.1~uORF:IOH63029	37363	49	37314
B12R08C02	12-2-8	Hs~MGC:BC070361.1~uORF:IOH63029	38765	56	38709
B12R08C03	12-3-8	Hs~MGC:BC066935.1~uORF:IOH61468	200	46	154
B12R08C04	12-4-8	Hs~MGC:BC066935.1~uORF:IOH61468	382	156	226
B12R08C05	12-5-8	Hs~MGC:BC006078.1~uORF:IOH62953	474	45	429
B12R08C06	12-6-8	Hs~MGC:BC006078.1~uORF:IOH62953	614	48	566
B12R08C07	12-7-8	Hs~Ref:NM_006948.1~uORF:IOH22345	490	44	446
B12R08C08	12-8-8	Hs~Ref:NM_006948.1~uORF:IOH22345	490	48	442
B12R08C09	12-9-8	Hs~Ref:NM_015510.2~uORF:IOH5674	63	56	7
B12R08C10	12-10-8	Hs~Ref:NM_015510.2~uORF:IOH5674	416	49	367
B12R08C11	12-11-8	Hs~MGC:BC022237.1~uORF:IOH21440	276	210	66
B12R08C12	12-12-8	Hs~MGC:BC022237.1~uORF:IOH21440	129	169	-40
B12R08C13	12-13-8	Hs~MGC:BC018928.1~uORF:IOH12116	42	46	-4
B12R08C14	12-14-8	Hs~MGC:BC018928.1~uORF:IOH12116	41	43	-2
B12R08C15	12-15-8	Hs~MGC:BC022471.1~uORF:IOH11199	61	49	12
B12R08C16	12-16-8	Hs~MGC:BC022471.1~uORF:IOH11199	993	527	466
B12R08C17	12-17-8	Hs~Ref:NM_080739.1~uORF:IOH11067	599	62	537
B12R08C18	12-18-8	Hs~Ref:NM_080739.1~uORF:IOH11067	43	80	-37
B12R08C19	12-19-8	Hs~Ref:NM_052950.2~uORF:IOH13317	455	54	401
B12R08C20	12-20-8	Hs~Ref:NM_052950.2~uORF:IOH13317	412	63	349
B12R08C21	12-21-8	Hs~MGC:BC011906.1~uORF:IOH12531	1234	108	1126
B12R08C22	12-22-8	Hs~MGC:BC011906.1~uORF:IOH12531	1291	802	489
B12R09C01	12-1-9	Hs~Ref:NM_022776.3~uORF:IOH40437	1679	52	1627
B12R09C02	12-2-9	Hs~Ref:NM_022776.3~uORF:IOH40437	2106	60	2046
B12R09C03	12-3-9	Hs~Ref:NM_032875.1~uORF:IOH40622	185	42	143
B12R09C04	12-4-9	Hs~Ref:NM_032875.1~uORF:IOH40622	276	41	235
B12R09C05	12-5-9	Hs~MGC:BC068071.1~uORF:IOH40780	63	42	21
B12R09C06	12-6-9	Hs~MGC:BC068071.1~uORF:IOH40780	80	44	36
B12R09C07	12-7-9	Hs~MGC:BC070189.1~uORF:IOH40809	87	46	41
B12R09C08	12-8-9	Hs~MGC:BC070189.1~uORF:IOH40809	224	40	184
B12R09C09	12-9-9	Hs~Ref:NM_024749.1~uORF:IOH27040	185	41	144
B12R09C10	12-10-9	Hs~Ref:NM_024749.1~uORF:IOH27040	197	93	104
B12R09C11	12-11-9	Hs~MGC:NM_178540.2~uORF:IOH26200	211	43	168
B12R09C12	12-12-9	Hs~MGC:NM_178540.2~uORF:IOH26200	211	43	168
B12R09C13	12-13-9	Hs~Ref:NM_016135.1~uORF:IOH26043	235	40	195
B12R09C14	12-14-9	Hs~Ref:NM_016135.1~uORF:IOH26043	115	41	74
B12R09C15	12-15-9	Hs~MGC:NM_182494.1~uORF:IOH26292	70	44	26
B12R09C16	12-16-9	Hs~MGC:NM_182494.1~uORF:IOH26292	51	44	7
B12R09C17	12-17-9	Hs~MGC:BC009506.1~uORF:IOH12068	1839	46	1793
B12R09C18	12-18-9	Hs~MGC:BC009506.1~uORF:IOH12068	1958	45	1913
B12R09C19	12-19-9	Hs~MGC:BC012109.1~uORF:IOH12380	3798	50	3748
B12R09C20	12-20-9	Hs~MGC:BC012109.1~uORF:IOH12380	3888	53	3835
B12R09C21	12-21-9	Hs~Ref:NM_022780.2~uORF:IOH13276	731	51	680
B12R09C22	12-22-9	Hs~Ref:NM_022780.2~uORF:IOH13276	712	45	667
B12R10C01	12-1-10	Hs~Ref:NM_020384.1~uORF:IOH12584	787	119	668
B12R10C02	12-2-10	Hs~Ref:NM_020384.1~uORF:IOH12584	642	43	599
B12R10C03	12-3-10	Hs~MGC:BC057243.1~uORF:IOH29436	389	40	349
B12R10C04	12-4-10	Hs~MGC:BC057243.1~uORF:IOH29436	334	41	293
B12R10C05	12-5-10	Hs~MGC:BC054034.1~uORF:IOH29051	1916	40	1876
B12R10C06	12-6-10	Hs~MGC:BC054034.1~uORF:IOH29051	1862	40	1822
B12R10C07	12-7-10	Hs~MGC:BC053560.1~uORF:IOH29024	888	41	847
B12R10C08	12-8-10	Hs~MGC:BC053560.1~uORF:IOH29024	889	39	850
B12R10C09	12-9-10	Hs~MGC:BC013928.1~uORF:IOH27869	421	40	381
B12R10C10	12-10-10	Hs~MGC:BC013928.1~uORF:IOH27869	547	56	491
B12R10C11	12-11-10	GST1	43	41	2
B12R10C12	12-12-10	GST1	41	39	2
B12R10C13	12-13-10	GST2	44	39	5
B12R10C14	12-14-10	GST2	45	41	4
B12R10C15	12-15-10	GST3	37	42	-5
B12R10C16	12-16-10	GST3	49	41	8
B12R10C17	12-17-10	GST4	79	40	39
B12R10C18	12-18-10	GST4	62	39	23
B12R10C19	12-19-10	Anti-HumanIgA1~N/A	6962	41	6921
B12R10C20	12-20-10	Anti-HumanIgA1~N/A	6481	41	6440
B12R10C21	12-21-10	Anti-HumanIgA2~N/A	12644	43	12601
B12R10C22	12-22-10	Anti-HumanIgA2~N/A	12790	42	12748
B12R11C01	12-1-11	AlexaAntiMouseAb~N/A	25146	45	25101
B12R11C02	12-2-11	AlexaAntiMouseAb~N/A	27435	40	27395
B12R11C03	12-3-11	MAPKAP~N/A	170	43	127
B12R11C04	12-4-11	MAPKAP~N/A	157	67	90
B12R11C05	12-5-11	Buffer	86	41	45
B12R11C06	12-6-11	Buffer	84	44	40
B12R11C07	12-7-11	BSA~N/A	7612	40	7572
B12R11C08	12-8-11	BSA~N/A	7685	40	7645
B12R11C09	12-9-11	Anti-HumanIgG1~N/A	1374	40	1334
B12R11C10	12-10-11	Anti-HumanIgG1~N/A	1330	42	1288
B12R11C11	12-11-11	Anti-HumanIgG2~N/A	2447	40	2407
B12R11C12	12-12-11	Anti-HumanIgG2~N/A	2634	40	2594
B12R11C13	12-13-11	Anti-HumanIgG3~N/A	4409	40	4369
B12R11C14	12-14-11	Anti-HumanIgG3~N/A	4553	41	4512
B12R11C15	12-15-11	Anti-HumanIgG4~N/A	9748	43	9705
B12R11C16	12-16-11	Anti-HumanIgG4~N/A	9025	42	8983
B12R11C17	12-17-11	AntiBiotinAb~N/A	10383	42	10341
B12R11C18	12-18-11	AntiBiotinAb~N/A	10228	41	10187
B12R11C19	12-19-11	Buffer	49	45	4
B12R11C20	12-20-11	Buffer	42	40	2
B12R11C21	12-21-11	Hs~MGC:BC042195.1~uORF:IOH28766	124	45	79
B12R11C22	12-22-11	Hs~MGC:BC042195.1~uORF:IOH28766	75	42	33
B12R12C01	12-1-12	Hs~MGC:BC057810.1~uORF:IOH29262	278	41	237
B12R12C02	12-2-12	Hs~MGC:BC057810.1~uORF:IOH29262	304	41	263
B12R12C03	12-3-12	Hs~MGC:BC052984.1~uORF:IOH28912	318	41	277
B12R12C04	12-4-12	Hs~MGC:BC052984.1~uORF:IOH28912	382	41	341
B12R12C05	12-5-12	Hs~MGC:BC052805.1~uORF:IOH29378	1961	42	1919
B12R12C06	12-6-12	Hs~MGC:BC052805.1~uORF:IOH29378	1931	42	1889
B12R12C07	12-7-12	Hs~Ref:NM_173519.1~uORF:IOH27342	516	42	474
B12R12C08	12-8-12	Hs~Ref:NM_173519.1~uORF:IOH27342	547	44	503
B12R12C09	12-9-12	Hs~MGC:BC047870.1~uORF:IOH26949	63	46	17
B12R12C10	12-10-12	Hs~MGC:BC047870.1~uORF:IOH26949	302	45	257
B12R12C11	12-11-12	Hs~Ref:NM_021038.3~uORF:IOH26398	842	42	800
B12R12C12	12-12-12	Hs~Ref:NM_021038.3~uORF:IOH26398	815	40	775
B12R12C13	12-13-12	Hs~Ref:NM_002558.2~uORF:IOH26134	545	40	505
B12R12C14	12-14-12	Hs~Ref:NM_002558.2~uORF:IOH26134	610	41	569
B12R12C15	12-15-12	Hs~MGC:BC098152.1~uORF:IOH63303	133	42	91
B12R12C16	12-16-12	Hs~MGC:BC098152.1~uORF:IOH63303	137	43	94
B12R12C17	12-17-12	Hs~MGC:BC103660.1~uORF:IOH63319	620	48	572
B12R12C18	12-18-12	Hs~MGC:BC103660.1~uORF:IOH63319	600	45	555
B12R12C19	12-19-12	Hs~Ref:NM_145051.1~uORF:IOH12052	219	79	140
B12R12C20	12-20-12	Hs~Ref:NM_145051.1~uORF:IOH12052	150	47	103
B12R12C21	12-21-12	Hs~MGC:BC007681.2~uORF:IOH6233	283	236	47
B12R12C22	12-22-12	Hs~MGC:BC007681.2~uORF:IOH6233	455	47	408
B12R13C01	12-1-13	Hs~MGC:BC032919.1~uORF:IOH23210	325	40	285
B12R13C02	12-2-13	Hs~MGC:BC032919.1~uORF:IOH23210	344	42	302
B12R13C03	12-3-13	Hs~MGC:BC033088.1~uORF:IOH23217	919	40	879
B12R13C04	12-4-13	Hs~MGC:BC033088.1~uORF:IOH23217	950	40	910
B12R13C05	12-5-13	Hs~Ref:NM_014270.3~uORF:IOH12317	345	41	304
B12R13C06	12-6-13	Hs~Ref:NM_014270.3~uORF:IOH12317	376	41	335
B12R13C07	12-7-13	Hs~Ref:NM_001001550.1~uORF:IOH13204	2735	41	2694
B12R13C08	12-8-13	Hs~Ref:NM_001001550.1~uORF:IOH13204	2748	40	2708
B12R13C09	12-9-13	Hs~Ref:NM_133443.1~uORF:IOH40699	1110	45	1065
B12R13C10	12-10-13	Hs~Ref:NM_133443.1~uORF:IOH40699	1045	46	999
B12R13C11	12-11-13	Hs~Ref:NM_018894.1~uORF:IOH37773	136	43	93
B12R13C12	12-12-13	Hs~Ref:NM_018894.1~uORF:IOH37773	128	41	87
B12R13C13	12-13-13	Hs~MGC:BC053533.1~uORF:IOH39790	58	45	13
B12R13C14	12-14-13	Hs~MGC:BC053533.1~uORF:IOH39790	441	43	398
B12R13C15	12-15-13	Hs~MGC:BC064518.1~uORF:IOH39887	329	46	283
B12R13C16	12-16-13	Hs~MGC:BC064518.1~uORF:IOH39887	44	51	-7
B12R13C17	12-17-13	Hs~MGC:BC022075.1~uORF:IOH10954	553	46	507
B12R13C18	12-18-13	Hs~MGC:BC022075.1~uORF:IOH10954	542	46	496
B12R13C19	12-19-13	Hs~Ref:NM_014380.1~uORF:IOH4519	3245	43	3202
B12R13C20	12-20-13	Hs~Ref:NM_014380.1~uORF:IOH4519	3263	45	3218
B12R13C21	12-21-13	Hs~Ref:NM_030920.1~uORF:IOH2956	285	150	135
B12R13C22	12-22-13	Hs~Ref:NM_030920.1~uORF:IOH2956	50	53	-3
B12R14C01	12-1-14	Hs~Ref:NM_001009957.1~uORF:IOH57345	298	42	256
B12R14C02	12-2-14	Hs~Ref:NM_001009957.1~uORF:IOH57345	304	45	259
B12R14C03	12-3-14	Hs~Ref:NM_001005473.1~uORF:IOH59368	428	41	387
B12R14C04	12-4-14	Hs~Ref:NM_001005473.1~uORF:IOH59368	401	41	360
B12R14C05	12-5-14	Hs~Ref:NM_001008270.1~uORF:IOH59742	243	47	196
B12R14C06	12-6-14	Hs~Ref:NM_001008270.1~uORF:IOH59742	244	42	202
B12R14C07	12-7-14	Hs~Ref:NM_012217.2~uORF:IOH59766	291	43	248
B12R14C08	12-8-14	Hs~Ref:NM_012217.2~uORF:IOH59766	253	41	212
B12R14C09	12-9-14	Hs~Ref:NM_206900.1~uORF:IOH53506	212	43	169
B12R14C10	12-10-14	Hs~Ref:NM_206900.1~uORF:IOH53506	271	45	226
B12R14C11	12-11-14	Hs~Ref:NM_006792.2~uORF:IOH58223	400	44	356
B12R14C12	12-12-14	Hs~Ref:NM_006792.2~uORF:IOH58223	439	45	394
B12R14C13	12-13-14	Hs~MGC:NM_000461.3~uORF:IOH29857	102	44	58
B12R14C14	12-14-14	Hs~MGC:NM_000461.3~uORF:IOH29857	70	62	8
B12R14C15	12-15-14	Hs~Ref:NM_181268.1~uORF:IOH58697	74	49	25
B12R14C16	12-16-14	Hs~Ref:NM_181268.1~uORF:IOH58697	359	56	303
B12R14C17	12-17-14	Hs~Ref:NM_004442.3~N/A	70	58	12
B12R14C18	12-18-14	Hs~Ref:NM_004442.3~N/A	267	48	219
B12R14C19	12-19-14	Hs~Ref:NM_000525.3~uORF:IOH60138	392	79	313
B12R14C20	12-20-14	Hs~Ref:NM_000525.3~uORF:IOH60138	57	46	11
B12R14C21	12-21-14	Hs~MGC:BC069089.1~uORF:IOH63640	646	48	598
B12R14C22	12-22-14	Hs~MGC:BC069089.1~uORF:IOH63640	612	45	567
B12R15C01	12-1-15	Hs~Ref:NM_020204.2~uORF:IOH41164	602	39	563
B12R15C02	12-2-15	Hs~Ref:NM_020204.2~uORF:IOH41164	627	41	586
B12R15C03	12-3-15	Hs~Ref:NM_030761.3~uORF:IOH29127	434	41	393
B12R15C04	12-4-15	Hs~Ref:NM_030761.3~uORF:IOH29127	409	41	368
B12R15C05	12-5-15	Hs~Ref:NM_001216.1~uORF:IOH14740	394	41	353
B12R15C06	12-6-15	Hs~Ref:NM_001216.1~uORF:IOH14740	408	40	368
B12R15C07	12-7-15	Hs~Ref:NM_017594.2~uORF:IOH5904	395	40	355
B12R15C08	12-8-15	Hs~Ref:NM_017594.2~uORF:IOH5904	411	41	370
B12R15C09	12-9-15	Hs~Ref:NM_024430.1~uORF:IOH27423	402	40	362
B12R15C10	12-10-15	Hs~Ref:NM_024430.1~uORF:IOH27423	276	43	233
B12R15C11	12-11-15	Hs~MGC:BC040527.1~uORF:IOH27478	649	49	600
B12R15C12	12-12-15	Hs~MGC:BC040527.1~uORF:IOH27478	54	48	6
B12R15C13	12-13-15	Hs~Ref:NM_031988.1~CAT:PV3318	148	41	107
B12R15C14	12-14-15	Hs~Ref:NM_031988.1~CAT:PV3318	144	42	102
B12R15C15	12-15-15	Hs~Ref:NM_004440.1~CAT:PV3689	43	47	-4
B12R15C16	12-16-15	Hs~Ref:NM_004440.1~CAT:PV3689	52	50	2
B12R15C17	12-17-15	Hs~Ref:NM_004409.2~CAT:PV3784	256	45	211
B12R15C18	12-18-15	Hs~Ref:NM_004409.2~CAT:PV3784	351	65	286
B12R15C19	12-19-15	Hs~IVGN:PM_3503~Ext:influenza_A~N/A	3675	44	3631
B12R15C20	12-20-15	Hs~IVGN:PM_3503~Ext:influenza_A~N/A	3630	44	3586
B12R15C21	12-21-15	Hs~Ref:NM_016123.1~CAT:PV3362	111	41	70
B12R15C22	12-22-15	Hs~Ref:NM_016123.1~CAT:PV3362	40	47	-7
B12R16C01	12-1-16	Hs~Ref:NM_000880.2~CAT_PHC0076	692	39	653
B12R16C02	12-2-16	Hs~Ref:NM_000880.2~CAT_PHC0076	698	40	658
B12R16C03	12-3-16	Hs~Ref:NM_002983.1~CAT_PHC1105	116	43	73
B12R16C04	12-4-16	Hs~Ref:NM_002983.1~CAT_PHC1105	114	42	72
B12R16C05	12-5-16	Hs~IVGN:NM_002007~CAT_PHG0154~N/A	330	40	290
B12R16C06	12-6-16	Hs~IVGN:NM_002007~CAT_PHG0154~N/A	328	40	288
B12R16C07	12-7-16	Hs~Ref:NM_005416.1~uORF:IOH59847	434	39	395
B12R16C08	12-8-16	Hs~Ref:NM_005416.1~uORF:IOH59847	413	39	374
B12R16C09	12-9-16	Hs~MGC:BC065912.1~uORF:IOH40442	1157	40	1117
B12R16C10	12-10-16	Hs~MGC:BC065912.1~uORF:IOH40442	1197	42	1155
B12R16C11	12-11-16	Hs~Ref:NM_182770.1~uORF:IOH53444	755	44	711
B12R16C12	12-12-16	Hs~Ref:NM_182770.1~uORF:IOH53444	682	45	637
B12R16C13	12-13-16	Hs~Ref:NM_002031.2~uORF:IOH56137	357	43	314
B12R16C14	12-14-16	Hs~Ref:NM_002031.2~uORF:IOH56137	346	40	306
B12R16C15	12-15-16	Hs~Ref:NM_020215.2~uORF:IOH28060	54	46	8
B12R16C16	12-16-16	Hs~Ref:NM_020215.2~uORF:IOH28060	282	43	239
B12R16C17	12-17-16	Hs~Ref:NM_020672.1~uORF:IOH5597	285	146	139
B12R16C18	12-18-16	Hs~Ref:NM_020672.1~uORF:IOH5597	207	77	130
B12R16C19	12-19-16	Hs~Ref:NM_005850.3~uORF:IOH5494	511	47	464
B12R16C20	12-20-16	Hs~Ref:NM_005850.3~uORF:IOH5494	308	57	251
B12R16C21	12-21-16	Hs~Ref:NM_002923.1~uORF:IOH7121	402	48	354
B12R16C22	12-22-16	Hs~Ref:NM_002923.1~uORF:IOH7121	415	43	372
B12R17C01	12-1-17	Hs~MGC:NM_170693.1~uORF:IOH14023	291	40	251
B12R17C02	12-2-17	Hs~MGC:NM_170693.1~uORF:IOH14023	280	40	240
B12R17C03	12-3-17	Hs~MGC:BC010931.1~uORF:IOH14302	250	43	207
B12R17C04	12-4-17	Hs~MGC:BC010931.1~uORF:IOH14302	236	67	169
B12R17C05	12-5-17	Hs~MGC:BC010947.1~uORF:IOH14455	326	46	280
B12R17C06	12-6-17	Hs~MGC:BC010947.1~uORF:IOH14455	305	41	264
B12R17C07	12-7-17	Hs~MGC:BC028725.2~uORF:IOH11761	265	40	225
B12R17C08	12-8-17	Hs~MGC:BC028725.2~uORF:IOH11761	276	41	235
B12R17C09	12-9-17	Hs~MGC:NM_175738.2~uORF:IOH27507	345	42	303
B12R17C10	12-10-17	Hs~MGC:NM_175738.2~uORF:IOH27507	322	43	279
B12R17C11	12-11-17	Hs~MGC:NM_173607.2~uORF:IOH21621	80	41	39
B12R17C12	12-12-17	Hs~MGC:NM_173607.2~uORF:IOH21621	73	43	30
B12R17C13	12-13-17	Hs~MGC:NM_173088.1~uORF:IOH5097	205	43	162
B12R17C14	12-14-17	Hs~MGC:NM_173088.1~uORF:IOH5097	368	52	316
B12R17C15	12-15-17	Hs~Ref:NM_032328.1~uORF:IOH7232	55	46	9
B12R17C16	12-16-17	Hs~Ref:NM_032328.1~uORF:IOH7232	47	48	-1
B12R17C17	12-17-17	Hs~MGC:BC020242.1~uORF:IOH57203	289	47	242
B12R17C18	12-18-17	Hs~MGC:BC020242.1~uORF:IOH57203	311	73	238
B12R17C19	12-19-17	Hs~MGC:BC000467.2~uORF:IOH56721	46	53	-7
B12R17C20	12-20-17	Hs~MGC:BC000467.2~uORF:IOH56721	120	52	68
B12R17C21	12-21-17	Hs~MGC:NM_178177.2~uORF:IOH22674	61	48	13
B12R17C22	12-22-17	Hs~MGC:NM_178177.2~uORF:IOH22674	41	52	-11
B12R18C01	12-1-18	Hs~MGC:BC100765.2~uORF:IOH63417	293	42	251
B12R18C02	12-2-18	Hs~MGC:BC100765.2~uORF:IOH63417	324	42	282
B12R18C03	12-3-18	Hs~MGC:BC094759.1~uORF:IOH62624	232	43	189
B12R18C04	12-4-18	Hs~MGC:BC094759.1~uORF:IOH62624	99	44	55
B12R18C05	12-5-18	Hs~MGC:BC091497.1~uORF:IOH62592	411	42	369
B12R18C06	12-6-18	Hs~MGC:BC091497.1~uORF:IOH62592	378	42	336
B12R18C07	12-7-18	Hs~MGC:BC073959.1~uORF:IOH62556	263	63	200
B12R18C08	12-8-18	Hs~MGC:BC073959.1~uORF:IOH62556	265	42	223
B12R18C09	12-9-18	Hs~MGC:BC066284.1~uORF:IOH61831	113	43	70
B12R18C10	12-10-18	Hs~MGC:BC066284.1~uORF:IOH61831	242	53	189
B12R18C11	12-11-18	Hs~Ref:NM_138972.2~uORF:IOH39612	574	42	532
B12R18C12	12-12-18	Hs~Ref:NM_138972.2~uORF:IOH39612	638	43	595
B12R18C13	12-13-18	Hs~MGC:BC032662.1~uORF:IOH21986	1178	46	1132
B12R18C14	12-14-18	Hs~MGC:BC032662.1~uORF:IOH21986	1320	47	1273
B12R18C15	12-15-18	Hs~Ref:NM_001961.2~uORF:IOH39624	670	47	623
B12R18C16	12-16-18	Hs~Ref:NM_001961.2~uORF:IOH39624	397	48	349
B12R18C17	12-17-18	Hs~Ref:NM_012096.1~uORF:IOH11629	510	46	464
B12R18C18	12-18-18	Hs~Ref:NM_012096.1~uORF:IOH11629	522	46	476
B12R18C19	12-19-18	Hs~Ref:NM_000861.2~uORF:IOH29722	412	68	344
B12R18C20	12-20-18	Hs~Ref:NM_000861.2~uORF:IOH29722	443	55	388
B12R18C21	12-21-18	Hs~MGC:BC007956.1~uORF:IOH29317	60	51	9
B12R18C22	12-22-18	Hs~MGC:BC007956.1~uORF:IOH29317	43	61	-18
B12R19C01	12-1-19	Hs~Ref:NM_012368.1~uORF:IOH28406	334	41	293
B12R19C02	12-2-19	Hs~Ref:NM_012368.1~uORF:IOH28406	367	42	325
B12R19C03	12-3-19	Hs~Ref:NM_006136.1~uORF:IOH7253	454	43	411
B12R19C04	12-4-19	Hs~Ref:NM_006136.1~uORF:IOH7253	444	42	402
B12R19C05	12-5-19	Hs~Ref:NM_020166.2~uORF:IOH3833	83	40	43
B12R19C06	12-6-19	Hs~Ref:NM_020166.2~uORF:IOH3833	135	57	78
B12R19C07	12-7-19	Hs~MGC:BC000478.2~uORF:IOH3690	237	46	191
B12R19C08	12-8-19	Hs~MGC:BC000478.2~uORF:IOH3690	260	47	213
B12R19C09	12-9-19	Hs~Ref:NM_006775.1~uORF:IOH10720	343	43	300
B12R19C10	12-10-19	Hs~Ref:NM_006775.1~uORF:IOH10720	372	42	330
B12R19C11	12-11-19	Hs~Ref:NM_005915.4~uORF:IOH21645	76	42	34
B12R19C12	12-12-19	Hs~Ref:NM_005915.4~uORF:IOH21645	108	56	52
B12R19C13	12-13-19	Hs~Ref:NM_004671.2~uORF:IOH52471	366	44	322
B12R19C14	12-14-19	Hs~Ref:NM_004671.2~uORF:IOH52471	56	47	9
B12R19C15	12-15-19	Hs~Ref:NM_001012965.1~uORF:IOH58966	123	48	75
